"talkid";"title";"type";"description";"skill";"from";"to";"room";"fromIso";"toIso"
"28705f9e7043df4453d9da8c1ecea1ce";"Meet The Ambassador: Lee Calcote, Layer5";"Meet the Maintainer + Ambassador";;;"Tuesday May 21, 2019 10:30";"Tuesday May 21, 2019 11:00";"CNCF Answer Bar, Sponsor Showcase";"2019-05-21T10:30:00";"2019-05-21T11:00:00"
"910ae59fa6e9cdf76f694d6e5a36b120";"Meet the Maintainer: Linkerd";"Meet the Maintainer + Ambassador";;;"Tuesday May 21, 2019 10:30";"Tuesday May 21, 2019 11:00";"CNCF Answer Bar, Sponsor Showcase";"2019-05-21T10:30:00";"2019-05-21T11:00:00"
"917d6eb3ccc43472d744862fc023030f";"Meet the Ambassador: Gianluca Arbezzano, Influxdata";"Meet the Maintainer + Ambassador";;;"Tuesday May 21, 2019 11:00";"Tuesday May 21, 2019 11:30";"CNCF Answer Bar, Sponsor Showcase";"2019-05-21T11:00:00";"2019-05-21T11:30:00"
"876b32c17c9aa2bc85ad019bfb5942fd";"Meet the Maintainer: Kubernetes";"Meet the Maintainer + Ambassador";;;"Tuesday May 21, 2019 11:00";"Tuesday May 21, 2019 11:30";"CNCF Answer Bar, Sponsor Showcase";"2019-05-21T11:00:00";"2019-05-21T11:30:00"
"ea3495a2d076d3821b3ac39b235d7812";"Building Images Efficiently and Securely on Kubernetes with BuildKit";"Application + Development";"BuildKit is a modern container image builder that focuses on efficiency and security, mostly known as the backend of Docker 18.06+ and Jessie Frazelle's `img`. (But it is even useful as a standalone tool!)  In this talk, Akihiro Suda, one of founding maintainers of BuildKit, shows practical tips for running BuildKit on Kubernetes clusters.  His talk will contain: * Quick introduction to BuildKit * Why you should build images on your Kubernetes cluster * Load balancing and distributed caching * Deployment w/ and w/o Kubernetes Service * Rootless mode w/ and w/o Kubernetes securityContext/PSP * Build secret management (e.g. git and S3 credentials) * Comparison with other image builder tools * Buildpacks integration * Knative integration";"Intermediate (Mid-level experience)";"Tuesday May 21, 2019 11:05";"Tuesday May 21, 2019 11:40";"Hall 8.0 F3";"2019-05-21T11:05:00";"2019-05-21T11:40:00"
"9d7072e7afa029bd1f46b406bb9041cf";"Kubernetes Security and How to Fix K8s Cluster at Scale";"Case Studies";"As a hosting provider, we have the challenge to run and manage multiple Kubernetes clusters for various customers on our infrastructure, similar to e.g. Google or Azure in a secure way. The majority of these clusters are fully managed by us. Our customers want to build and run containers. Not maintain and upgrade Kubernetes clusters. In this talk, we will give you a breakdown on how we help our customers to secure their clusters and how we can force Kubernetes upgrades to all clusters in a scalable way. We will use the Kubernetes API bug occurred in December as an example to show how we could fix all Kubernetes clusters in a very short time frame. This talk focus on the secure operation of multiple Kubernetes clusters and the requirements a Cloud Provider have to it.";"Beginner (Very basic information)";"Tuesday May 21, 2019 11:05";"Tuesday May 21, 2019 11:40";"Hall 8.0 B3";"2019-05-21T11:05:00";"2019-05-21T11:40:00"
"3bfe91da65e47c0aad3ef8a8ec65e9dc";"Rootless, Reproducible, and Hermetic: Secure Container Build Showdown";"CI/CD";"Rootless container image builds (as distinct from rootless runtimes) have crept ever closer with orca-build, BuildKit, and img proving the concept. And they are desperately needed: a build pipeline with an exposed Docker socket can be used by an attacker to escalate privilege - and is probably a backdoor into most Kubernetes-based CI build farms.  With a slew of new rootless tooling emerging including Red Hat’s buildah, Google’s Kaniko, and Uber’s Makisu, will we see build systems that can securely build untrusted Dockerfiles? How are traditional build and packaging requirements like reproducibility or hermetic isolation being approached? In this talk we:  - Compare the strengths and weaknesses of modern container image build tools - Explore the safety of untrusted image builds - Live demo attacking container build pipelines - Chart the history and future of container image build tooling";"Intermediate (Mid-level experience)";"Tuesday May 21, 2019 11:05";"Tuesday May 21, 2019 11:40";"Hall 8.1 G1";"2019-05-21T11:05:00";"2019-05-21T11:40:00"
"0a7e1dc16047577f97bf92db11042f69";"Mental Health in Tech";"Community";"According to research by Open Sourcing Mental Illness, 51% of individuals working in the tech community have been identified with a mental illness. This is disproportionate to the 20% prevalence in the general population. To compound the concern, many working in the tech community are at risk for burnout, a condition that often resembles mental illness. While lots of people in tech struggle with mental health, industry-specific research and advocacy in the community is disproportionately inadequate.For organizations, awareness and advocacy around employee mental health is crucial, after all, happy employees are more productive and less likely to leave their job. For employees who are struggling, it is important they know that they are not alone and there is help. This talk is focused on reducing the stigma around mental illness and expanding education and awareness into how to help yourself and others in your community. Jennifer will provide mental health background as she reviews the research pertaining to the tech community. Industry-specific burnout will be discussed and strategies for improving one’s experience or helping a friend or colleague will be examined.Participants will learn concrete steps for improving mental health in the workplace at an organizational, team, and individual level.";"Any (All levels of expertise would benefit from this session)";"Tuesday May 21, 2019 11:05";"Tuesday May 21, 2019 11:40";"Hall 8.0 C4";"2019-05-21T11:05:00";"2019-05-21T11:40:00"
"2ecee33368770134d2af9b11da4601a7";"Network Machinery: A United-Front for Network Troubleshooting with CRDs";"Customizing + Extending Kubernetes";"The current state of network troubleshooting in Kubernetes is complicated. The knowledge of how to troubleshoot Kubernetes networking is scattered all over the place either in the heads of highly skilled network crafts-men or as a tool that has its own learning curve and usually forged at a time of disaster in a fire-and-forget fashion.   The goal of this talk is to propose and introduce a rather simpler way of pooling this common knowledge and tooling together into a well-defined, consistent and community-accepted set of resources that are available to the average Kubernetes user. These set of resources can be divided in NetworkingPerformanceTest, NetworkingDebuggingTest, NetworkSimulationTest all under the NetworkMachinery group.  Finally, the resources might utilize common network knowledge and even some dark-art tooling (e.g. OpenFlow, OVS, OVN) to provide more insight on the network";"Intermediate (Mid-level experience)";"Tuesday May 21, 2019 11:05";"Tuesday May 21, 2019 11:40";"Hall 8.0 F1";"2019-05-21T11:05:00";"2019-05-21T11:40:00"
"7b4349f4f71dcbdaadc580907566449a";"Intro: Autoscaling SIG";"Maintainer Track";"Join members of SIG Autoscaling to learn how to automatically adjust your Kubernetes cluster and pods to match your current capacity needs. We'll discuss all available types of autoscaling - horizontal, vertical, and cluster. We will also explain ways to use them, when they are applicable and how they fit together.";"Beginner (Very basic information)";"Tuesday May 21, 2019 11:05";"Tuesday May 21, 2019 11:40";"Hall 8.0 E1";"2019-05-21T11:05:00";"2019-05-21T11:40:00"
"1f5c2ef93c5e8de5c2de54f3b1362d1d";"Intro: CNCF CI";"Maintainer Track";"The new and improved CNCF CI status dashboard -- cncf.ci -- provides a third party validation of builds, deployments and end-to-end testing for CNCF’s Graduated and Incubating projects. The CNCF CI status dashboard continually validates each CNCF project, for any commit on stable and head, running on Kubernetes clusters which are provisioned to a bare metal environment. The results of each testing stage are published to the cncf.ci status dashboard. An Intro session will give an overview of the cncf.ci status dashboard’s key features, goals, technologies used, and allow time for Q&A.";"Beginner (Very basic information)";"Tuesday May 21, 2019 11:05";"Tuesday May 21, 2019 11:40";"Hall 8.0 E4";"2019-05-21T11:05:00";"2019-05-21T11:40:00"
"4b7b12b41425846d08e8b49fb0ab7e99";"Intro: Cortex";"Maintainer Track";"Cortex provides horizontally scalable, highly available, multi-tenant, long term storage for Prometheus metrics, and a horizontally scalable, Prometheus-compatible query API. Cortex allows users to deploy a centralised, globally aggregated view of all their Prometheus instances, storing data indefinitely. In this talk we will discuss a bit of Cortex's history, Cortex's architecture and how to get started with Cortex. Cortex is a CNCF sandbox project.";"Beginner (Very basic information)";"Tuesday May 21, 2019 11:05";"Tuesday May 21, 2019 11:40";"Hall 8.0 E5";"2019-05-21T11:05:00";"2019-05-21T11:40:00"
"b52da02625300925c3d75bcdb0ae0032";"Intro: Kubernetes (Release) SIG";"Maintainer Track";"SIG Release and the Release Team are looking for volunteers! This session will feature past and current release team members describing what the Release Team does: We will discuss how Kubernetes project volunteers manage the quarterly release cadence of the project, give an overview of the release process, release team roles, and how these support the SIG Release goal of producing high quality Kubernetes releases on a reliable schedule. We will highlight the opportunities for both new and experienced community members (like you, including especially folks in Europe!) to get involved, across a broad range of specialties and technical work.";"Beginner (Very basic information)";"Tuesday May 21, 2019 11:05";"Tuesday May 21, 2019 11:40";"Hall 8.0 E9";"2019-05-21T11:05:00";"2019-05-21T11:40:00"
"8d70f6d3436b05788322c5bb410f858d";"Intro: Kubernetes WG for Multitenancy";"Maintainer Track";"This presentation will be an overview of the work the multitenancy group has been doing, defining soft and hard multitenancy and reviewing the project plan for addressing both that the working group is putting forward. We will explain how people new to the working group can get engaged and review the various KEPs that the working group is involved with.";"Beginner (Very basic information)";"Tuesday May 21, 2019 11:05";"Tuesday May 21, 2019 11:40";"Hall 8.1 G3";"2019-05-21T11:05:00";"2019-05-21T11:40:00"
"8bca12cce74ece893341ada167f5ab48";"Intro: Service Catalog SIG";"Maintainer Track";"This is an introduction to the Kubernetes Service Catalog project. Service Catalog lets you provision cloud services, regardless of where they are hosted, directly from the comfort of native Kubernetes tooling. This works across platforms because we follow the Open Service Broker API, an open standard to provision and manage cloud services. Learn how you can use Service Catalog to access third-party services from your Kubernetes applications. We will walk through provisioning a database directly through Kubernetes and and then connect to it from an application running on the cluster.";"Beginner (Very basic information)";"Tuesday May 21, 2019 11:05";"Tuesday May 21, 2019 11:40";"CC8.27–28";"2019-05-21T11:05:00";"2019-05-21T11:40:00"
"6daca46c9852693891fcd314c1f0b526";"Ingress V2 and Multicluster Services";"Networking";"With app modernization, we’ve entered a new phase of structuring services. Services have evolved over time to span multiple clusters as well as hybrid deployments that encompass both on-prem and multiple clouds. There are several use cases for multiple Kubernetes clusters: canarying new versions of your app, or low latency access for your users across the globe.   In this session, we will present a new version of the Ingress and the Service APIs. These API’s form the foundational blocks for managing your global, scalable and reliable services close to your users using a single control plane. Moreover, we will compare these new API’s with different models for spreading services across multiple cluster (e.g Istio). We will demo a custom controller we have written that will configure multi-cluster HTTP(S) load balancing given these new API’s.";"Intermediate (Mid-level experience)";"Tuesday May 21, 2019 11:05";"Tuesday May 21, 2019 11:40";"Hall 8.0 B1";"2019-05-21T11:05:00";"2019-05-21T11:40:00"
"7cbb708191abc3417a8cac24381d7662";"From Snowflake Servers to Snowflake Clusters";"Operations";"At MasterCard, we have a unique hard requirement of one dedicated cluster per application due to security and other challenges. In an effort to prevent snowflake clusters, we provided a base set of services for logging, monitoring, etc.; however, application teams inevitably want to customize their logging solution or add a monitoring dashboard. We realized this mix of standard and optional services could quickly get out of control and needed normalization. In early 2018, we exposed application teams to Kubernetes manifests; they were excited about control over deployments, but unprepared for the complexity. By late 2018, we needed to minimize complexity and find a way to express high-level application needs, while providing secure, scalable and redundant deployments. This is our journey of how we embraced GitOps, and the challenges we faced making deployment descriptions minimalistic.";"Intermediate (Mid-level experience)";"Tuesday May 21, 2019 11:05";"Tuesday May 21, 2019 11:40";"Hall 8.0 D2";"2019-05-21T11:05:00";"2019-05-21T11:40:00"
"b999d2de21d10122bb4c67d03985a6f5";"P2P Docker Image Distribution in Hybrid Cloud Environment with Kraken";"Performance + Scalability";"Docker image is a foundational building block of container based infrastructure, but distributing high volume of docker images in a multi-zone, hybrid cloud system has been a scaling problem for many.In this talk, we will walk through different approaches we investigated for distributing docker images and introduce Uber’s own solution, Kraken, a P2P docker registry loosely based on BitTorrent protocol, and capable of distributing terabytes of images within seconds.This talk will cover:- Image distribution solutions and their characteristics- Whether you need a p2p solution- Architecture, performance and security features of Kraken- How to deploy Kraken in a Kubernetes cluster";"Intermediate (Mid-level experience)";"Tuesday May 21, 2019 11:05";"Tuesday May 21, 2019 11:40";"Hall 8.1 G2";"2019-05-21T11:05:00";"2019-05-21T11:40:00"
"2322814ecbe2d3cd24e1155dcef8317c";"Envoy SDS: Fortifying Istio Security";"Security + Identity + Policy";"In Istio 1.1, Citadel Agent is introduced to dynamically provision x.509 certificates and private keys to workloads through the Envoy Secret Discovery Service (SDS) API. Running on Kubernetes nodes as DaemonSets and standalone on VMs, Citadel Agents improve security by making sure the generated private keys never leave the node and can be securely delivered to workloads via UDS. Citadel Agent also offers flexibility on local workload identity attestation and various adapters to integrate with custom CAs.In this talk we will demonstrate how SDS makes this model really efficient, and citadel working independently from other Istio components for both K8s and non-K8s workloads.";"Intermediate (Mid-level experience)";"Tuesday May 21, 2019 11:05";"Tuesday May 21, 2019 11:40";"Hall 8.0 C2";"2019-05-21T11:05:00";"2019-05-21T11:40:00"
"50678871e3f29e7cc640c3cc7646062d";"Istio, We Have a Problem! Understanding and Fixing Bugs with a Service-Mesh";"Service Mesh";"Istio, we have a problem! We've just deployed a shinny new set of micro-services and it behaves in a strange manner. Hard to say why with so many moving parts...  Let's leverage the newly installed service mesh to understand what we've deployed, find the root problem, fix it with a bandaid and then do a proper, non trivial, blue-green deployment of a v2. That will involve the Service Graph, Prometheus monitoring, Grafana Dashboards, Traffic mirroring, all orchestrated in a simple manner by Istio.";"Intermediate (Mid-level experience)";"Tuesday May 21, 2019 11:05";"Tuesday May 21, 2019 11:40";"Hall 8.0 A1";"2019-05-21T11:05:00";"2019-05-21T11:40:00"
"76f1be4b6ea223914bb3e1f729ea6d4e";"OpenTelemetry: Panel Discussion and Q&A";"Maintainer Track";"This workshop will open with a 20-minute overview of the goals and structure of the new OpenTelemetry project, followed by a panel discussion and audience Q&A featuring leadership from OpenTelemetry, OpenTracing, and OpenCensus.";"Any (All levels of expertise would benefit from this session)";"Tuesday May 21, 2019 11:05";"Tuesday May 21, 2019 12:30";"CC7.1";"2019-05-21T11:05:00";"2019-05-21T12:30:00"
"8f4b889a5f64e44d60d610d8116e9e8d";"Tutorial: Back to Basics: Hands-On Deployment of Stateful Workloads on Kubernetes";"TutorialsStorage";"Ever wonder how to use a “volumeClaimTemplate”? Why you would choose a StatefulSet over a Deployment or vice versa?Complicated stateful applications are normally deployed via operators; however, it is critical to have a firm grasp on the Kubernetes primitives to understand, fine-tune, and debug your applications.In this tutorial you will learn about core Kubernetes storage and workloads concepts and how to use them to deploy stateful applications. You will get hands-on experience deploying both Cassandra and a test application on a Kubernetes cluster and learn how to debug some common errors in the process.You will develop mental models to understand the workings of StatefulSets along with how to compare them with other Kubernetes workload models such as Deployments and DaemonSets to determine the right workload for your purposes.Prerequisites:LaptopBasic UNIX command line experience";"Beginner (Very basic information)";"Tuesday May 21, 2019 11:05";"Tuesday May 21, 2019 12:30";"Hall 8.0 F5";"2019-05-21T11:05:00";"2019-05-21T12:30:00"
"31bc79860c7e28bab523c159ce0e6ad5";"Tutorial: Bullet-Proof Kubernetes: Learn by Hacking";"TutorialsSecurity+Identity+Policy";"Learn how to attack, exploit, and hack Kubernetes clusters and application workloads. In this workshop attendees are divided into teams, given a crash-course in Kubernetes cluster security, and then set loose on a series of vulnerable clusters in a competitive capture the flag. Full methods, solutions, and vulnerabilities are revealed, along with actionable mitigation steps to enhance a cluster’s security and lock down common misconfigurations. It is designed to develop the kind of expertise only realised in production environments. Emphasis is placed on collaboration and communication, which are key to unlocking some of the advanced flags.GitHub Required!";"Advanced (Expert level experience)";"Tuesday May 21, 2019 11:05";"Tuesday May 21, 2019 12:30";"Hall 8.0 C1";"2019-05-21T11:05:00";"2019-05-21T12:30:00"
"3700904480d79a62c4056795979cae01";"Tutorial: Cloud-Agnostic Serverless";"TutorialsServerless";"Serverless design patterns have grown in popularity because they allow developers to move faster by focusing on business logic without worrying about the underlying infrastructure where their code is run. However, many enterprises use diverse infrastructure including on-premises servers and multiple clouds.  In this tutorial, we will leverage Knative, Google's Kubernetes-based open source platform to build, deploy, and manage modern serverless workloads. We will push serverless functions and apps to production on any cloud of choice and switch the provider as necessary. We will leverage GitLab and TriggerMesh technology in the tutorial and also share how developers can use other options.";"Beginner (Very basic information)";"Tuesday May 21, 2019 11:05";"Tuesday May 21, 2019 12:30";"Hall 8.0 D4";"2019-05-21T11:05:00";"2019-05-21T12:30:00"
"f8823e6d670afbd73de9401f8d71a705";"Meet the Maintainer: Fluent Bit";"Meet the Maintainer + Ambassador";;;"Tuesday May 21, 2019 11:30";"Tuesday May 21, 2019 12:00";"CNCF Answer Bar, Sponsor Showcase";"2019-05-21T11:30:00";"2019-05-21T12:00:00"
"72ed9beb985208388970ed24543d68c5";"Meet the Maintainer: NATS";"Meet the Maintainer + Ambassador";;;"Tuesday May 21, 2019 11:30";"Tuesday May 21, 2019 12:00";"CNCF Answer Bar, Sponsor Showcase";"2019-05-21T11:30:00";"2019-05-21T12:00:00"
"b3d2bca8a9934724a71def8e5862640c";"Intro to CNAB: Packaging Cloud Native Applications with Multiple Toolchains";"Application + Development";"When you deploy a cloud native application, you probably use a variety of tools for each part of the application. Terraform or ARM templates for the infrastructure, Helm or Compose for containers, etc. No single tool handles all your needs and each one has its own package manager!  This talk will introduce the Cloud Native Application Bundle (CNAB) specification and tooling: - duffle: Reference implementation of CNAB installer - duffle-bag: GUI for installing CNABs - cnab-to-oci: Convert CNAB to an OCI index  CNAB embraces the multi-tool world and allows one to package up multiple formats and their toolchains into a single artifact.  Imagine a single installable application package that uses Terraform to launch an RDS instance and Helm to deploy the application that uses it. CNAB allows you to package this all together, cryptographically sign it, and share it via any container registry.";"Intermediate (Mid-level experience)";"Tuesday May 21, 2019 11:55";"Tuesday May 21, 2019 12:30";"Hall 8.0 D2";"2019-05-21T11:55:00";"2019-05-21T12:30:00"
"0423ba7da32b95b4aa8a10b1a712e730";"Databases on Kubernetes Using a Custom Operator: Day 1, Day 2, and Beyond";"Case Studies";"We started the journey of building a managed cloud version of the graph database Neo4j. A bit later we started developing an operator to manage multiple database clusters in k8s.Handling persistence and Neo4j's own distributed consensus algorithm within k8s gave us a challenge. In this session we want to share the lessons we learned writing this operator and using it in production.We will start with how to get started using the k8s controller tooling to create an operator to manage a CRD. We go beyond the ""day 1"" tasks of creating and deleting databases and discuss how we meet ""day 2"" concerns such as:- Unit testing our operator using k8s fakes.- Continuously deploying an operator into a GKE cluster.- Automatic rolling updates of Neo4j databases with zero downtime and fault tolerance.- Database administration (backup, restore, password resets etc.) via an operator.";"Intermediate (Mid-level experience)";"Tuesday May 21, 2019 11:55";"Tuesday May 21, 2019 12:30";"Hall 8.0 B1";"2019-05-21T11:55:00";"2019-05-21T12:30:00"
"c7a84b537a42e61ee6f7e81bd9298bdc";"Unit Testing Your Kubernetes Configurations Using Open Policy Agent";"CI/CD";"Open Policy Agent provides a high-level declarative language to author and enforce policies on structured data, for instance Kubernetes configurations. OPA is typically used as a service to enforce authorization policy in a cluster. New configurations submitted to an API are filtered through OPA and accepted or rejected depending on the defined policy. But some types of policy violations can be caught even earlier in the development process. In this talk we’ll discuss:  - Why you might benefit from writing unit tests for your Kubernetes configuration - Getting started with regol, OPAs declarative assertion language - Integrating OPA-based tests with your continuous integration system - Testing Kubernetes configurations when working with other ecosystem tools like Helm, Kustomize and Pulumi - Extending the same approach to other structured configuration files";"Intermediate (Mid-level experience)";"Tuesday May 21, 2019 11:55";"Tuesday May 21, 2019 12:30";"Hall 8.0 B3";"2019-05-21T11:55:00";"2019-05-21T12:30:00"
"767d67e0dd22f8ac69bf63e5ac538cb1";"Writing kubectl Plugins for Everyone: Develop, Package & Distribute";"Customizing + Extending Kubernetes";"Many users install extra tools for tasks they can't do with kubectl. Did you know you can write and distribute your own kubectl subcommands? kubectl had notion of plugins since 2016, but after listening to the community feedback, SIG CLI revisited the idea, and new and simpler plugin mechanism is now available in kubectl.  The new mechanism allows anyone to write and distribute their own subcommands to kubectl. This opens the door for community contributions to make kubectl better without having to propose a feature to the kubectl core.  During this session, Maciej (lead of SIG CLI) and Ahmet (developer of Krew plugin manager) will explain:  * how kubectl plugin mechanism works under the covers * how does a good plugin look like, best practices & available libraries * hands-on demo of developing a plugin * how to package plugins for multiple OS/distros and make them discoverable";"Beginner (Very basic information)";"Tuesday May 21, 2019 11:55";"Tuesday May 21, 2019 12:30";"Hall 8.0 F3";"2019-05-21T11:55:00";"2019-05-21T12:30:00"
"08bb2e24f470336626710f13903561c7";"Intro: Azure SIG";"Maintainer Track";"In the SIG Azure Intro, we’re going to tell you all about why SIG Azure exists and the team behind managing it. From there, we’ll talk about what’s happened over the last few releases, Kubernetes 1.14 and Kubernetes 1.15, as well as some of what’s planned for Kubernetes 1.16. Additionally, we’ll cover some user stories of implementing Kubernetes on Azure. Finally, and most importantly, we’ll talk all about some of the best ways to get involved with SIG Azure and all of the forums that we’re communicating on!";"Beginner (Very basic information)";"Tuesday May 21, 2019 11:55";"Tuesday May 21, 2019 12:30";"CC8.27–28";"2019-05-21T11:55:00";"2019-05-21T12:30:00"
"6e851cb68d386ed1b5e1e66cab0a2701";"Intro: CNCF Serverless WG/CloudEvents";"Maintainer Track";"This session will provide an introduction to the CNCF Serverless Working Group, the CloudEvents specification and the new Workflow sub-group. It will give an overview of our history, status of the work, demo of CloudEvents spec and future plans for the WG and CloudEvents project.";"Beginner (Very basic information)";"Tuesday May 21, 2019 11:55";"Tuesday May 21, 2019 12:30";"Hall 8.0 E4";"2019-05-21T11:55:00";"2019-05-21T12:30:00"
"e4b58d70c98e494f5310998020a006ab";"Intro: Helm";"Maintainer Track";"In this session, we will introduce the basics of the CNCF Helm project. Helm is a Kubernetes package manager and it allows you to install and manages packages of Kubernetes configuration called Charts. Charts provide a way to deploy configurable, out-of-the-box applications and even package your own applications for Kubernetes. We will walk through how to get started with Helm and how to package your own applications as Charts. Helm was first introduced in 2015 and has since grown to meet the needs of its own rich ecosystem. We'll also discuss how Helm has evolved, why, and lessons we've learned along the way.";"Any (All levels of expertise would benefit from this session)";"Tuesday May 21, 2019 11:55";"Tuesday May 21, 2019 12:30";"Hall 8.0 C2";"2019-05-21T11:55:00";"2019-05-21T12:30:00"
"6fc1fe2b62d6ca1fabe80369bdb6c533";"Intro: Kubernetes (Instrumentation) SIG";"Maintainer Track";"The intro to SIG Instrumentation is going to be a lightweight introduction to what sig-instrumentation is responsible for within Kubernetes and give guidance on how to contribute to SIG Instrumentation. Beyond that it will cover a high level overview of the work SIG instrumentation has done over the years and elaborate on current efforts including the sub projects being worked on.";"Beginner (Very basic information)";"Tuesday May 21, 2019 11:55";"Tuesday May 21, 2019 12:30";"Hall 8.0 E9";"2019-05-21T11:55:00";"2019-05-21T12:30:00"
"bfb8f18da25276efe96c0176b38580f5";"Intro: Linkerd";"Maintainer Track";"In this session, William Morgan and Linkerd maintainers, will provide an introduction to Linkerd and the service mesh model. We'll hear some lightning talks from current Linkerd production users, and finish with a brief Q&A.";"Beginner (Very basic information)";"Tuesday May 21, 2019 11:55";"Tuesday May 21, 2019 12:30";"Hall 8.1 G3";"2019-05-21T11:55:00";"2019-05-21T12:30:00"
"898b0bb47ee569d174e66a6391bccc3d";"Intro: Network Service Mesh (NSM)";"Maintainer Track";"Network Service Mesh (NSM) is a novel approach solving L2/L3 network use cases in Kubernetes that are tricky to address with the existing Kubernetes Network Model. Inspired by Istio, Network Service Mesh maps the concept of a service mesh to L2/L3 payloads.Network Service Mesh enables a variety of types of Use Cases such as:* Connecting Pods to:-VPN Gateways-Non-Kubernetes virtual bridge domains-The *right* physical NIC or SR-IOV VF for their needs-Multiple-interfaces* Cloud-native NFV use casesNetwork Service Mesh controls the L2/L3 data planes to deliver these types of use cases. Network Service Mesh enables users to express the context of their network needs in a Cloud Native manner, rather than manually stringing together disjoint interfaces, IPAM, and subnets.Finally, we discuss how audience members can get involved and help drive the direction and development of NSM.";"Any (All levels of expertise would benefit from this session)";"Tuesday May 21, 2019 11:55";"Tuesday May 21, 2019 12:30";"Hall 8.0 E1";"2019-05-21T11:55:00";"2019-05-21T12:30:00"
"f6b386ed1c2a917ea78c00b1d32660d0";"Intro: SPIFFE";"Maintainer Track";"Modern software development relies on many microservices working together, that in production may be distributed over different middleware systems, container schedulers, PaaS platforms and even different cloud providers. As production environments become more complex, and dynamic - establishing trust between microservices is becomes more difficult, creating challenges for developers, operations teams, and security teams alike. Enter SPIFFE (Secure Production Infrastructure for Everyone) and which builds on designs first championed at Google, Twitter and elsewhere to provide robust authentication and trust between disparate micro-services. SPIFFE and SPIRE make it trivial to establish trust between workloads that may be elastically scaled and dynamically scheduled, and deployed in deeply heterogeneous environments. We'll walk through the design goals for SPIFFE (a specification) and SPIRE (a multi-cloud implementation of SPIFFE). We will go over all the developments and progress in SPIRE over the last few months. We will present an overview of how it can be used in conjunction with Kubernetes to build secure and scalable microservice architectures. We will also share our current roadmap with the community.";"Beginner (Very basic information)";"Tuesday May 21, 2019 11:55";"Tuesday May 21, 2019 12:30";"Hall 8.1 G2";"2019-05-21T11:55:00";"2019-05-21T12:30:00"
"bc01dcaa15b2b7e6ef9270edaa228e8f";"Extending Envoy with WebAssembly";"Networking";"Envoy is a high-performance proxy in the cloud-native landscape designed to be extensible at its core. There are several possible “extension points” in Envoy as outlined in https://github.com/envoyproxy/envoy/tree/master/source/extensions. However, the currently available approaches to extend it is rather limited. Since Envoy is written in C++, the primary way to introduce new extended functionality in Envoy is by writing an extension (e.g. filters, either network or HTTP filter, as one of the most relevant use-cases in Envoy), in C++. It is also possible to write an extension for Envoy using Lua, but the current scope of this extension is only for HTTP traffic. This talk introduces the possibility to extend Envoy with WebAssembly-based extension and report the current progression of it.";"Intermediate (Mid-level experience)";"Tuesday May 21, 2019 11:55";"Tuesday May 21, 2019 12:30";"Hall 8.0 E5";"2019-05-21T11:55:00";"2019-05-21T12:30:00"
"35830bda256ddc8fb18f437bde411741";"Kubernetes Failure Stories and How to Crash Your Clusters";"Operations";"Bootstrapping a Kubernetes cluster is easy, rolling it out to nearly 200 engineering teams and operating it at scale is a challenge. In this talk, we are presenting our approach to Kubernetes provisioning on AWS, operations and developer experience for our growing Zalando developer base. We will walk you through our horror stories of operating 100+ clusters and share the insights we gained from incidents, failures, user reports and general observations. Our failure stories will be sourced from recent and past incidents, so the talk will be up-to-date with our latest experiences.  Most of our learnings apply to other Kubernetes infrastructures (EKS, GKE, ..) as well. This talk strives to reduce the audience's unknown unknowns about running Kubernetes in production.";"Intermediate (Mid-level experience)";"Tuesday May 21, 2019 11:55";"Tuesday May 21, 2019 12:30";"Hall 8.0 A1";"2019-05-21T11:55:00";"2019-05-21T12:30:00"
"0e64d55531346e6ec61ad7bc54fdbe5c";"Benchmarking Cloud Native Storage";"Performance + Scalability";"You can run your stateful apps on Kubernetes. You can even run your databases on Kubernetes. But what are you giving up in performance? Is it worth it, or should you stick to the hosting you know?  For the past several months, we've been benchmarking various forms of Kubernetes storage, including host storage, network storage, cloud storage and cloud-native storage systems like Rook. Let us share with you the results of running PostgreSQL, CockroachDB and filesystem benchmarks so that you can make the best possible tradeoffs. We'll even show you how to do your own, to test your own platform.  You will leave this talk with a much better idea of the quantitative tradeoffs between performance, reliability, data retention, and manageability.";"Intermediate (Mid-level experience)";"Tuesday May 21, 2019 11:55";"Tuesday May 21, 2019 12:30";"Hall 8.0 C4";"2019-05-21T11:55:00";"2019-05-21T12:30:00"
"8240a0b1edf76c33818e80a7304f45a0";"Kubernetes + Encrypted Memory = Security * Privacy";"Security + Identity + Policy";"The Memory Encryption on hardware is coming soon. From Intel's TME/MKTME[1] to IBM's Ultravisor[2], hardware manufacturers are aiming to make sure 'what's written by the process stays within the process'. Once the hardware is out, it will change the way we perceive the security and privacy in the cloud.   In this talk, we will discuss briefly on the upcoming memory encryption technologies and how we modified kata container runtime to handle kubernetes' Ephemeral Volumes (aka, EmptyDir volumes) to keep your data and application protected from the container image registry (encrypted at rest) to runtime (protected by memory encryption). For the demonstration, we run a container image with the encrypted TensorFlow model using kubernetes such that even the root user on the worker node won’t be able to read the model parameters.  [1] https://goo.gl/Xt3MJf [2] https://goo.gl/X2A5yx";"Intermediate (Mid-level experience)";"Tuesday May 21, 2019 11:55";"Tuesday May 21, 2019 12:30";"Hall 8.0 F1";"2019-05-21T11:55:00";"2019-05-21T12:30:00"
