"talkid";"title";"type";"description";"skill";"from";"to";"room";"fromIso";"toIso"
"e385c56243a4e1626da2f69fd4af4796";"Would You Like Some Tracing With Your Monitoring?";"Observability - CloudNativeCon";"Understanding how your microservices based application is executing in a highly distributed and elastic cloud environment can be complicated. Distributed tracing has emerged as an invaluable technique that succeeds where traditional monitoring tools falter. Yet deploying it can be quite challenging, especially in the large scale, polyglot environments of modern companies that mix together many different technologies. In this talk we share what we have learned while building and rolling out Jaeger, our open source, OpenTracing-native distributed tracing system, to hundreds of microservices at Uber. We showcase new and exciting features that make it even more valuable to engineers.";"Any";"Wednesday December  6, 2017  2:00pm";"Wednesday December  6, 2017   2:35pm";"Ballroom C, Level 1";"2017-12-06T14:00:00";"2017-12-06T14:35:00"
"c789f16e5b92ea72df235054dff1e5e8";"The Mechanics of Deploying Envoy at Lyft";"Operations - CloudNativeCon";"The idea of the ""service mesh"" is becoming very popular in microservice design circles. However, the mechanics of deploying one into an existing infrastructure are far from simple. In this talk we will cover the logistical details of how Envoy was developed and deployed incrementally at Lyft, focusing primarily on the evolution of service mesh configuration management. We will also discuss why high level systems such as Istio are likely to be the main mechanism by which most customers ultimately get access to the technology.";"Any";"Wednesday December  6, 2017  2:00pm";"Wednesday December  6, 2017   2:35pm";"Meeting Room 6AB, Level 3";"2017-12-06T14:00:00";"2017-12-06T14:35:00"
"776bd8551fdda807ee0fc392a49ad77a";"Introducing SPIFFE: An Open Standard for Identity in Cloud Native Environments [I]";"Policy + Security - CloudNativeCon";"Modern infrastructure patterns like microservices, container orchestration, and hybrid/multi-cloud deployments have turned conventional models for datacenter authentication and security on their heads. In the face of highly dynamic compute and network resources, a new challenge has risen: how to authenticate and secure service-to-service traffic in this brave new world? Enter the problem known as service identity.  Getting service identity right is surprisingly hard, with requirements extending well beyond simple secret management. What kind of credentials to settle on, how to rotate them, how to automatically (and securely) bootstrap them... and even more importantly, how to make sure a wide variety of external systems can authenticate them appropriately? These questions represent only a subset of the points that must be solved for.  In this talk, we introduce both SPIFFE and SPIRE - a new open source project designed to solve exactly these problems. SPIRE, backed by the SPIFFE open standard, performs seamless node and workload attestation across various platforms, and automatically issue short-lived certificates based on those attestations in a controlled manner. Even better, these certificates work across organizational boundaries and heterogeneous environments thanks to SPIFFE, which introduces a standardized identity format and validation methodology for X.509 certificates.";"Intermediate";"Wednesday December  6, 2017  2:00pm";"Wednesday December  6, 2017   2:35pm";"Meeting Room 5ABC, Level 3";"2017-12-06T14:00:00";"2017-12-06T14:35:00"
"dcbfc51b1b4c9f81afed4d9d3fe5746f";"Ask Your Proxy, It Knows Everything";"Services - CloudNativeCon";"Proxies have long been layered into distributed systems but rarely do we lean on them to do more than route, and balance load. In this talk we will go over how to use proxies to replace Service Discovery, control Release Managment and Traffic Shaping, and streamline Employee on-boarding/off-boarding. You'll talk away never looking at your proxies/load-balancers the same.";"Any";"Wednesday December  6, 2017  2:00pm";"Wednesday December  6, 2017   2:35pm";"Meeting Room 9C, Level 3";"2017-12-06T14:00:00";"2017-12-06T14:35:00"
"854e48d547ec0db9a068b6d57c0c9c81";"CNCF Kubernetes Conformance Working Group";"Community/SIG";;;"Wednesday December  6, 2017  2:00pm";"Wednesday December  6, 2017   3:20pm";"Meeting Room 4B, Level 3";"2017-12-06T14:00:00";"2017-12-06T15:20:00"
"0843982cf4b6109090f6a2f1f450aac9";"gRPC Community Meeting";"Community/SIG";"Live from Austin! Join the gRPC community to stump the devs, meet the contributors, and hear about project updates.";;"Wednesday December  6, 2017  2:00pm";"Wednesday December  6, 2017   3:20pm";"Meeting Room 4C, Level 3";"2017-12-06T14:00:00";"2017-12-06T15:20:00"
"bdc34b4e75c63bd29ac516d5605645b5";"Fluentd Salon";"Project Salon";"The Fluentd Salon is an unconference session for attendees interested in logging in the context of Kubernetes, containers and standalone applications.
The Salon will be facilitated by Fluentd core developers and community members. We will give a brief update about Fluentd v1.0, roadmap and tools around the Fluent ecosystem plus an a space for lightning talks and open discussions. This will be a great networking opportunity.
If you are interested in suggesting a topic or giving a lightning talk (5 minutes presentation), please go ahead and fill the form with the required information.";;"Wednesday December  6, 2017  2:00pm";"Wednesday December  6, 2017   3:20pm";"Meeting Room 10C, Level 3";"2017-12-06T14:00:00";"2017-12-06T15:20:00"
"8d0079363bff4cfdf6f93fac1df4d3f1";"rkt Salon";"Project Salon";"The rkt salon will feature talks and demos of rkt and rktlet from, and discussions with, core contributors. The salon will include a general update on the rkt project, a demonstration of some core rkt concepts and of rktlet, the Kubernetes CRI implementation using rkt. We'll conclude with an open discussion.
 We are also eager to have community members speak about their use of rkt. Please contact us at cncf-rkt-maintainers@lists.cncf.io if you'd like to be added to the schedule.";;"Wednesday December  6, 2017  2:00pm";"Wednesday December  6, 2017   3:20pm";"Meeting Room 4A, Level 3";"2017-12-06T14:00:00";"2017-12-06T15:20:00"
"0406fde643ed68be700c5ffaaed060fa";"The True Costs of Running Cloud Native Infrastructure [B]";"Case Studies - CloudNativeCon";"Never before have organizations wrestled with as much choice in how they compute and where they compute. The public cloud offers freedom from lead times and elasticity to manage changing workloads, but once a workload reaches a certain size or can be forecasted over a longer period of time it may be much more expensive than building and operating the compute infrastructure in-house. In the following talk we estimate when this threshold is crossed. We then explore what a modern datacentre should look like, why running an efficient compute infrastructure requires a spirit of radical simplification, and finally how focusing on important abstractions enables workload portability in an era with an abundance of choice.";"Beginner";"Wednesday December  6, 2017  2:45pm";"Wednesday December  6, 2017   3:20pm";"Meeting Room 8ABC, Level 3";"2017-12-06T14:45:00";"2017-12-06T15:20:00"
"e3c9fb9b2abc41f8591c19653692cf51";"WG Container Identity Update";"Community/SIG";"Decomposing applications into containers and microservices has many advantages but it creates a foundational problem: we need a reliable and secure way to identify all of the pieces. Kubernetes runs your containers, but how do those containers prove who they are to other containers, services, clusters, and infrastructure?  Some concepts of identity exist in Kubernetes and could be improved, and others are just outright missing. In August 2017 we started the Kubernetes Container Identity Working Group, a cross-SIG effort, with the goal of improving this situation. In this session we’ll give a short introduction to the problem space and the work that's underway. We’ll reserve most of the time for discussion, and to hear about identity pain points, use cases, and ideas from the community.";;"Wednesday December  6, 2017  2:45pm";"Wednesday December  6, 2017   3:20pm";"Meeting Room 7, Level 3";"2017-12-06T14:45:00";"2017-12-06T15:20:00"
"1186d1da4700da2db54ab668cb806f95";"Building Specialized Container-Based Systems with Moby: A Few Use Cases [I]";"Containers - CloudNativeCon";"Moby is an open source project providing a ""LEGO set"" of dozens of components, the framework to assemble them into specialized container-based systems, and a place for all container enthusiasts to experiment and exchange ideas. One of these assemblies is Docker CE, an open source product that lets you build, ship, and run containers.  This talk will explain how you can leverage the Moby project to assemble your own specialized container-based system, whether for IoT, cloud or bare metal scenarios. We will cover Moby itself, the framework, and tooling around the project, as well as many of it’s components: LinuxKit, InfraKit, containerd, SwarmKit, Notary. Then we will present a few use cases and demos of how different companies have leveraged Moby and some of the Moby components to create their own container-based systems.";"Intermediate";"Wednesday December  6, 2017  2:45pm";"Wednesday December  6, 2017   3:20pm";"Ballroom B, Level 1";"2017-12-06T14:45:00";"2017-12-06T15:20:00"
"8194aa2d21cd034dd769e2280c0def26";"Microservices, Service Mesh, and CI/CD Pipelines: Making It All Work Together [I]";"Continuous Integration + Delivery - CloudNativeCon   Featured Session";"Microservices come with many advantages for massively scaling applications. With that comes many challenges around service communication and application updates. It is pretty simple to do blue/green deployment and canary releases with a basic web site. But what about thousands of microservices? How can we have blue/green deployments at the service level while still allowing for efficient communication? This is one of the areas where service mesh technology is a huge benefit in Kubernetes.   In this session, I will show how to use common CI/CD tooling such as Spinnaker or Jenkins to drive microservices deployments with Kubernetes. I will show how service mesh technologies such as istio and linkerd ease the ability to efficiently deliver and test microservices in Kubernetes. All without substantial changes for the microservice developer. Additionally, I will provide comparisons of the wide variety of tools available in this area.   The overall goal of this demo heavy session is to show the value of these technologies working together to ease the delivery of cloud native applications.";"Intermediate";"Wednesday December  6, 2017  2:45pm";"Wednesday December  6, 2017   3:20pm";"Ballroom A, Level 1";"2017-12-06T14:45:00";"2017-12-06T15:20:00"
"906704c5c7acfc98edba38968acc3353";"Distributed Workflows for Microservices-Style Applications [I]";"Developer - CloudNativeCon";"Microservices-style architectures solve several problems but also introduce new complexities. With Microservices, a best practice is to keep services isolated and loosely coupled. However, in the real world, it is not uncommon to encounter business logic which requires coordination across multiple business functions i,e. microservices.  The distributed workflow pattern addresses this problem. In this presentation we will describe the distributed workflow pattern and its use cases. We will then look at various implementations of this pattern, such as Netflix Conductor, AWS Simple Workflow Service and NirmataOSS Workflow.  We will end by showing a demonstration of a distributed workflow, running on a Kubernetes cluster and show how workflow managers can leverage Kubernetes features like Horizontal Pod Autoscaling.";"Intermediate";"Wednesday December  6, 2017  2:45pm";"Wednesday December  6, 2017   3:20pm";"Meeting Room 10AB, Level 3";"2017-12-06T14:45:00";"2017-12-06T15:20:00"
"3e4f0e086804812bea9be1c4125a9fb3";"The RED Method: How To Instrument Your Services [B]";"Observability - CloudNativeCon";"The RED Method defines three key metrics you should measure for every microservice in your architecture; inspired by the USE Method from Brendan Gregg, it gives developers a template for instrumenting their services and building dashboards in a consistent, repeatable fashion.  In this talk we will discuss patterns of application instrumentation, where and when they are applicable, and how they can be implemented with Prometheus. We’ll cover Google’s Four Golden Signals, the RED Method, the USE Method, and Dye Testing. We’ll also discuss why consistency is an important approach for reducing cognitive load. Finally we’ll talk about the limitations of these approaches and what can be done to overcome them.";"Beginner";"Wednesday December  6, 2017  2:45pm";"Wednesday December  6, 2017   3:20pm";"Ballroom C, Level 1";"2017-12-06T14:45:00";"2017-12-06T15:20:00"
"e61473f14f82797b4107e646784f36e6";"Kubernetes, Metadata and You [I]";"Operations - CloudNativeCon";"The combination of CI/CD tools and Kubernetes means we can set up a pipeline for deploying code changes as they happen, triggering a container image build and a rolling update to pull the new image. But what about changes that are about the application and how it should run, rather than the code itself?   This talk will explore tools and approaches for managing application metadata alongside the application code. We will look at:  - The importance of metadata to managing modern Cloud Native systems - Built-in metadata capabilities in Kubernetes like ConfigMaps, Annotations and Labels - Ways of making a deployment self-describing as part of a CI/CD workflow - Using metadata to make the life of Kubernetes operators easier - Examples of open source tools (like Manifesto, Lumogon and Skopeo) which work with Kubernetes ecosystem metadata";"Intermediate";"Wednesday December  6, 2017  2:45pm";"Wednesday December  6, 2017   3:20pm";"Meeting Room 6AB, Level 3";"2017-12-06T14:45:00";"2017-12-06T15:20:00"
"0d4f0a83629e0d236b14b7df75a8f28a";"IAM on Hybrid Cloud: Next Generation Security Model to Create an Interoperable Cloud [I]";"Policy + Security - CloudNativeCon";"Those developing and operating modern software infrastructure face a myriad of complexity when trying to secure it.  While environments like amazon have vastly simplified the supply chain associated with brining up new physical and virtual infrastructure or services, complexity around managing access to and between these services has grown, and continues to expand.  The proliferation of configurations, management tools, and management schemes that exists in the modern datacenter has exploded when dealing with multi-cloud, hybrid (cloud + dc), or legacy systems.
Complexity is the enemy of security.  This heterogeneity is its embodiment. Having many different ways to configure access policies on different cloud providers or with different vendors, makes it impossible to understand whom has access to what in any given infrastructure.  Without this visibility it is impossible to have intelligibility, and hence security.  
Worse, today developers and operators must exist in and support a highly dynamic service environment.  That is to say existing services must evolve to support new functionality, and new services must be rapidly brought on line to support features in a highly competitive business environment.  The miasma of different configuration schemes creates a great deal of friction against this, and impedes security because it is difficult to holistically understand the impact of changes (let alone make them rapidly).  Security must be able to accommodate this temporality.
In this talk we introduce PADME as an architecture for policy admission aimed at solving these problems in a distributed environment.  PADME operates by normalizing access policy information across underlying clouds and system.  It allows policies to be operated up as known fixed building blocks in order to establish end to end security.  Finally, it attacks the problem of policy distribution in a distributed environment so that assertions can be made about the security of a system over time, and in the face of CAP theorem issues.";"Intermediate";"Wednesday December  6, 2017  2:45pm";"Wednesday December  6, 2017   3:20pm";"Meeting Room 5ABC, Level 3";"2017-12-06T14:45:00";"2017-12-06T15:20:00"
"b15619c46b55699c2fd1f04b9a39b181";"Microservices Patterns with NGINX Proxy in an Istio Services Mesh [I]";"Services - CloudNativeCon";"Building a cloud native application is only half the battle; running it reliably is the other half.   NGINX, the leading provider of ingress controller functionality in Kubernetes environments, has partnered with Istio to enhance Sidecar proxy capabilities in the Istio' Services Mesh architecture.   A service mesh is highly dependent on the strength of the proxy, and NGINX is the most powerful service proxy in the market. It offers a small footprint high performance engine with advance load balancing algorithms, caching, SSL termination, API gateway, extensibility through broad range of third-party modules, sciptability with Lau and nginScript and various security features with granular access control.   Microservices also require a Web Server to be deployed side-by-side with the service proxy. While optional, deploying NGINX as Web Server technology provides additional benefits in performance, manageability, security and the overall monitoring of the Application.   NGINX is already used by more than half of the top 100,000 websites and this talk will describe how NGINX in Istio environments is a natural extension of this technology.   Our demo will show a sample application running in a Kubernetes/Istio/NGINX environment and we will answer questions from the audience.";"Intermediate";"Wednesday December  6, 2017  2:45pm";"Wednesday December  6, 2017   3:20pm";"Meeting Room 9C, Level 3";"2017-12-06T14:45:00";"2017-12-06T15:20:00"
"1305c056c3f63a3e3ea7f419c329b416";"Prometheus Office Hours";"Project Office Hours";;;"Wednesday December  6, 2017  3:00pm";"Wednesday December  6, 2017   4:00pm";"Cathedral of Junk, located in the Sponsor Showcase";"2017-12-06T15:00:00";"2017-12-06T16:00:00"
"aa02391f1db8e760e5c4cdcba3f3035e";"Afternoon Break";"Registration + Breaks";;;"Wednesday December  6, 2017  3:20pm";"Wednesday December  6, 2017   3:40pm";"Palazzo, Level 1";"2017-12-06T15:20:00";"2017-12-06T15:40:00"
"ba96075182de2cf5e01384c7ac90faf4";"Bottoms-Up Adoption of a Microservices Workflow Using Kubernetes & Envoy";"Case Studies - CloudNativeCon";"Many organizations start their microservices journey by (re)designing their application architecture and operational infrastructure. We started building our cloud application using this approach. We discovered that this takes a long time.  In this talk, we’ll talk about how we ended up with a different approach when we started thinking about microservices as a workflow, and not an architecture. We’ll talk about our first goal: enabling a single developer to be able to code, ship, and manage a microservice, as quickly as possible. We’ll show how we integrated Kubernetes, Docker, Prometheus, and Envoy to achieve this goal.  Finally, we’ll talk about scaling this initial goal beyond a single developer. We’ll talk about the tradeoffs of this bottoms up approach to the conventional PAAS / service mesh / application architecture strategy, and show how you can get to the same place in the end.";"Any";"Wednesday December  6, 2017  3:40pm";"Wednesday December  6, 2017   4:15pm";"Meeting Room 8ABC, Level 3";"2017-12-06T15:40:00";"2017-12-06T16:15:00"
"738064fe1993d2489d4defc062a3e63c";"SIG Cluster Lifecycle Update";"Community/SIG";"The Cluster Lifecycle SIG is the Special Interest Group that is responsible for building the user experience for deploying and upgrading Kubernetes clusters. Since splitting out of SIG Cluster Ops in mid-2016 we have primarily focused on creating kubeadm, a streamlined installer tool and building block to simplify the installation and upgrade experience. We have recently begun building a Cluster API to provide an abstraction of machines across different deployment environments along with a common control plane configuration. 
In this update session we will present the SIG's mission statement, review recent accomplishments, and discuss our future plans, where you are very welcome to contribute to the discussion. We will also focus on how new contributors can get involved in helping shape the future of Kubernetes cluster lifecycle management.";;"Wednesday December  6, 2017  3:40pm";"Wednesday December  6, 2017   4:15pm";"Meeting Room 4C, Level 3";"2017-12-06T15:40:00";"2017-12-06T16:15:00"
"b54f102f5823937da6a0c01f73600fa4";"CRI-O: All the Runtime Kubernetes Needs, and Nothing More";"Containers - CloudNativeCon";"CRI-O is a brand new container runtime dedicated and optimized to support kubernetes workload. Its goal is to be a stable container runtime tied to kubernetes releases, replacing the docker daemon.  Historically every update of Docker has broken Kubernetes. This has led to major rewriting and fixes of Kubernetes, which is understandable since Docker is not primarily for Kubernetes. Kubernetes needs a container runtime dedicated to its specifications.   CRI-O, the name comes from the Container Runtime Interface for Open container runtimes, takes advantages of emerging standards like OCI Runtime and Image Specification, as well as open source projects to handle container images (github.com:containers/image, github.com:containers/storage) . This means as these projects advance CRI-O will be able to take advantage of the improvements and features, but all the while guaranteeing that it will not break any functionality required by the Kubernetes CRI. CRI-O works with runc and Clear Containers runtimes.   CRI-O was designed from the ground up to satisfy Kubernetes Container Runtime Interface, and currently passes all node and E2E tests. The github repository has been setup to not accept any pull requests that causes these tests to break. We will be tying the versions of CRI-O to the Kubernetes versions, to maintain complete compatibility.  This talk will describe the CRI-O architecture as well as demonstrate different kubernetes features running on top of CRI-O exercising the CRI API. The attendees will learn how to configure CRI-O with kubernetes and use it for their workloads.";"Any";"Wednesday December  6, 2017  3:40pm";"Wednesday December  6, 2017   4:15pm";"Ballroom B, Level 1";"2017-12-06T15:40:00";"2017-12-06T16:15:00"
"fc28247a00f4a19e1bdc043981bf5da1";"Expand Your Spinnaker Pipeline to the Desktop [I]";"Continuous Integration + Delivery - CloudNativeCon";"Commit, build, test, push, build, test, deploy, test, promote, test, repeat. You can already use Kubernetes as the common platform for your entire lifecycle, but wouldn’t it be cool to use one tool to manage it? Spinnaker is a multi-cloud CI/CD platform that works well with Kubernetes on many cloud providers. In this talk we will discuss how to turn your workstation running minikube into another cloud provider in your cloud based production Spinnaker and add it to your CI/CD pipeline.";"Intermediate";"Wednesday December  6, 2017  3:40pm";"Wednesday December  6, 2017   4:15pm";"Meeting Room 9AB, Level 3";"2017-12-06T15:40:00";"2017-12-06T16:15:00"
"dd4a7d9a0fed1e59a0621f32ae22bc20";"Modifying gRPC Services Over Time [I]";"Developer - CloudNativeCon";"Services grow and stretch over time to accommodate features, bugs, and basic maintenance. Learn how gRPC services can change while managing existing clients.";"Intermediate";"Wednesday December  6, 2017  3:40pm";"Wednesday December  6, 2017   4:15pm";"Meeting Room 10AB, Level 3";"2017-12-06T15:40:00";"2017-12-06T16:15:00"
"ff6c4c12c50ab880ad529fde6a39a57b";"How Netflix Is Solving Authorization Across Their Cloud [I]";"Featured Session   Policy + Security - CloudNativeCon";"Since 2008, Netflix has been on the cutting edge of cloud-based microservices deployments. In 2017, Netflix is recognized as one of the industry leaders at building and operating “cloud native” systems at scale. Like many organizations, Netflix has unique security requirements for many of their workloads. This variety requires a holistic approach to authorization to address “who can do what” across a range of resources, enforcement points, and execution environments.  In this talk, Manish Mehta (Senior Security Software Engineer at Netflix) and Torin Sandall (Technical Lead of the Open Policy Agent project) will present how Netflix is solving authorization across the stack in cloud native environments. The presentation shows how Netflix enforces authorization decisions at scale across various kinds of resources (e.g., HTTP APIs, gRPC methods, SSH), enforcement points (e.g., microservices, proxies, host-level daemons), and execution environments (e.g., VMs, containers) without introducing unreasonable latency. The presentation includes a deep dive into the architecture of the cloud native authorization system at Netflix as well as how authorization decisions can be offloaded to an open source, general-purpose policy engine (Open Policy Agent).  This talk is targeted at engineers building and operating cloud native systems who are interested in security and authorization. The audience can expect to take away fresh ideas about how to enforce fine-grained authorization policies across stackthe cloud environment.";"Intermediate";"Wednesday December  6, 2017  3:40pm";"Wednesday December  6, 2017   4:15pm";"Ballroom A, Level 1";"2017-12-06T15:40:00";"2017-12-06T16:15:00"
"868f9740cf0cbb4c23bc2757557c6977";"Fluentd and Distributed Logging [I]";"Observability - CloudNativeCon";"In container era, logging is very important because applications are distributed. This session talks about why Fluentd is needed and how fluentd resolves the distributed logging problem by flexible and robust ways.";"Intermediate";"Wednesday December  6, 2017  3:40pm";"Wednesday December  6, 2017   4:15pm";"Ballroom C, Level 1";"2017-12-06T15:40:00";"2017-12-06T16:15:00"
"252f30a6314366444b3d3586afd6fe07";"Queueing Theory, In Practice: Performance Modelling in Cloud-Native Territory [I]";"Operations - CloudNativeCon";"Kubernetes and similar cloud-native infrastructure make it easier than ever to adjust a service's capacity based on variable demand. In practice, it's still hard to take observed metrics, and translate them into quantitative predictions about what will happen to service performance as load changes. Resource limits are often chosen by guesstimation, and teams are likely to find themselves reacting to slowdowns and bottlenecks, rather than anticipating them.   Queueing theory can help, by treating large-scale software systems as mathematical models. But it's not easy to translate between real-world systems and textbook models. This talk will cover practical techniques for turning operational data into actionable predictions. We'll show how to use results from queueing theory to develop a model of system performance. We'll discuss what data to gather in production to better inform its predictions -- for example, why it's important to capture the shape of a latency distribution, and not just a few percentiles. We'll also talk about some of the limitations and pitfalls of performance modelling.";"Intermediate";"Wednesday December  6, 2017  3:40pm";"Wednesday December  6, 2017   4:15pm";"Meeting Room 6AB, Level 3";"2017-12-06T15:40:00";"2017-12-06T16:15:00"
"8432f0ed384616af6d14947f2cac900f";"Building an Edge Computing Platform for Network Services Using Cloud Native Technology [I]";"Services - CloudNativeCon";"Edge computing have become increasingly important due to the demands of latency sensitive applications and explosion of data from end user devices in cases such as Internet of Things (IoT). One common intelligent edge deployment is the buildout of mini data centers on network edge that are centrally managed and operated by the cloud. Unlike traditional data centers, these mini data centers are constrained by limited resources and minimal operational supervision, and as such they impose challenges on traditional data center infrastructure including network services, here defined as L3-7 network services such as packet gateway and application firewall. These services usually are implemented with the need for heavy manual configurations and complex provisioning, which are particularly ill-fitted to deploy at the edge.  In this session we will discuss how we built a new edge computing platform for network services that can achieve auto provisioning, dynamic service deployments and updates, and high resiliency. By running componentized network services in containers orchestrated by Kubernetes, and utilizing projects such as gRPC, linkerd, and fluentd, as well as making use of cloud native related projects including etcd and IOvisor, this platform essentially treats network services as cloud native applications, and thereby able to achieve the associated benefits. We will show a demo of the platform as part of the presentation.";"Intermediate";"Wednesday December  6, 2017  3:40pm";"Wednesday December  6, 2017   4:15pm";"Meeting Room 9C, Level 3";"2017-12-06T15:40:00";"2017-12-06T16:15:00"
"ff1ae3e278f892d3ae5e5d2171dded0c";"Kubernetes SIG Schedule + Resource Management Working Group Deep Dive";"Community/SIG";"Intro 

Introduce the leads
Cover logistics, where to find SIGs, and how to participate
Remote participation (i.e., Zoom, if possible)

 Topics 

Roadmap Triage: Leads to discuss roadmap for each SIG

 - RMWG Roadmap  

Areas of overlap between SIG/WG:

 - How is the two-level scheduling working out? - What use-caes are we trying to cover in the coming year that would generate features from each other?  

Resource API, we need something written down

 

Graduating features... Beta -> GA

 

How does anyone keep track of anything on Github? 

- Tracker issues are needle in haystack...";;"Wednesday December  6, 2017  3:40pm";"Wednesday December  6, 2017   5:00pm";"Meeting Room 7, Level 3";"2017-12-06T15:40:00";"2017-12-06T17:00:00"
"27a7854af19d04747a394873ded2791d";"SIG Testing Deep Dive Session";"Community/SIG";;;"Wednesday December  6, 2017  3:40pm";"Wednesday December  6, 2017   5:00pm";"Meeting Room 4B, Level 3";"2017-12-06T15:40:00";"2017-12-06T17:00:00"
"e813e9afa4680160a4b59fd6665b5684";"CoreDNS Salon";"Project Salon";"Join us for an open discussion on CoreDNS! This will be an opportunity to learn more about CoreDNS, as well as discuss use cases, issues, and other matters with some of the maintainers. We’ll start with a short intro and some CoreDNS basics, then proceed to the open discussion. Some of the topics we can discuss:


CoreDNS Roadmap


Using CoreDNS for your cluster DNS in Kubernetes


Status of plans for CoreDNS to replace Kube-DNS as the default cluster DNS


CoreDNS architecture


Available plugins and how to use them


How to write external plugins


Use of CoreDNS with an external policy engine


Use of the “autopath” plugin with Kubernetes and what it does


General Q&A";;"Wednesday December  6, 2017  3:40pm";"Wednesday December  6, 2017   5:00pm";"Meeting Room 4A, Level 3";"2017-12-06T15:40:00";"2017-12-06T17:00:00"
"c74845697f4bf6d9bdac3969a8fe2408";"Envoy Salon";"Project Salon";"Informal in-person community meeting for Envoy. We will have a short selection of lightening talks and do general Q&A and discussion.";;"Wednesday December  6, 2017  3:40pm";"Wednesday December  6, 2017   5:00pm";"Meeting Room 10C, Level 3";"2017-12-06T15:40:00";"2017-12-06T17:00:00"
"fbdda41db6f96411eaf1274d095ae791";"The Good, the Bad and the Ugly of Migrating Hundreds of Legacy Applications to Kubernetes [B]";"Case Studies - CloudNativeCon   Featured Session";"Running applications on Kubernetes can provide a lot of benefits: more dev speed, lower ops costs, and a higher elasticity & resiliency in production. Kubernetes is the place to be for cloud native apps. But what to do if you’ve no shiny new cloud native apps but a whole bunch of JEE legacy systems? No chance to leverage the advantages of Kubernetes? Yes you can!   We’re facing the challenge of migrating hundreds of JEE legacy applications of a major German insurance company onto a Kubernetes cluster within one year. We're now close to the finish line and it worked pretty well so far.  The talk will be about the lessons we've learned - the best practices and pitfalls we've discovered along our way. We'll provide our answers to life, the universe and a cloud native journey like: - What technical constraints of Kubernetes can be obstacles for applications and how to tackle these? - How to architect a landscape of hundreds of containerized applications with their surrounding infrastructure like DBs MQs and IAM and heavy requirements on security? - How to industrialize and govern the migration process? - How to leverage the possibilities of a cloud native platform like Kubernetes without challenging the tight timeline?";"Beginner";"Wednesday December  6, 2017  4:25pm";"Wednesday December  6, 2017   5:00pm";"Ballroom A, Level 1";"2017-12-06T16:25:00";"2017-12-06T17:00:00"
"31cb52b2ab190b1abf157b9f585afa99";"gRPC WG Update: Easy Instrumentation with OpenCensus";"Community/SIG   Observability - CloudNativeCon";"Join the gRPC contributors for a session looking at OpenCensus and gRPC integrations!
Getting traces and application-level metrics out of an application often requires headaches and a nontrivial amount of manual work, which is a challenge for developers and vendors alike. This is especially true when you have a microservice architecture. OpenCensus offers a simple and automatic way for developers to extract correlated traces and metrics from their application so that they can be processed by the backend of their choice.";;"Wednesday December  6, 2017  4:25pm";"Wednesday December  6, 2017   5:00pm";"Meeting Room 4C, Level 3";"2017-12-06T16:25:00";"2017-12-06T17:00:00"
"69fca48bd912aaf828ea00414f867e8e";"Building Better Containers: A Survey of Container Build Tools [I]";"Containers - CloudNativeCon";"If you stick to the “industry standard” method of building containers (Dockerfiles), it’s easy to build containers that contain libraries, tools, binaries, and more that you don’t need. One survey showed that over 75% of containers contain a full Operating Systems. So how can you build containers that only contain the bits you require to run a particular application, and nothing more. This talk will cover various tools in the open source community that provide better methods for building containers, no matter the underlying container runtime. We will explore Bazel (along with Distroless), Smith (from Oracle), and Habitat (from Chef), and we will cover the benefits and drawbacks of each method. A short demo of each tool will be included.";"Intermediate";"Wednesday December  6, 2017  4:25pm";"Wednesday December  6, 2017   5:00pm";"Ballroom B, Level 1";"2017-12-06T16:25:00";"2017-12-06T17:00:00"
"8ccac3b6c94940936b22531bee36334b";"Continuous Integration at Scale on Kubernetes [B]";"Continuous Integration + Delivery - CloudNativeCon";"eBay has a large community of developers working on several thousand applications at any time. To improve developer productivity, we offer Continuous Integration As A Service (CIAAS). This system provides capability to build and test several thousand applications concurrently. This talk will walk the users through our journey of building this system on top of Kubernetes, the challenges we faced, optimizations we deployed and the scale and reliability we achieved at scale of tens of thousands of builds a day. We plan to continue our journey to leverage public clouds and we want to share our thoughts and initial plans.";"Beginner";"Wednesday December  6, 2017  4:25pm";"Wednesday December  6, 2017   5:00pm";"Meeting Room 9AB, Level 3";"2017-12-06T16:25:00";"2017-12-06T17:00:00"
"d5ee57487b43d4013a3a63f56b14cf36";"A Practical Guide to Prometheus for App Developers [B]";"Developer - CloudNativeCon";"Ilya will first briefly outline how Weaveworks run cloud-native apps in production on Kubernetes, and how they use Prometheus for monitoring, as well as some of the open-source tools the team has built to implement continuous delivery.  In the main section Ilya will turn the spotlight on Prometheus and demonstrate step-by-step how simple it is to instrument an app, using a very generic Node.js app as reference.";"Beginner";"Wednesday December  6, 2017  4:25pm";"Wednesday December  6, 2017   5:00pm";"Meeting Room 10AB, Level 3";"2017-12-06T16:25:00";"2017-12-06T17:00:00"
